iso3,country,index,index_name,year,rank,date
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2022,1,2022-01-01
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2023,1,2023-01-01
DNK,Denmark,WCR,IMD World Competitiveness Ranking,2024,3,2024-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,1997,10,1997-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2002,9,2002-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2007,14,2007-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2012,20,2012-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2017,6,2017-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2019,7,2019-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2020,12,2020-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2021,13,2021-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2022,11,2022-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2023,2,2023-01-01
IRL,Ireland,WCR,IMD World Competitiveness Ranking,2024,4,2024-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,1997,3,1997-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2002,13,2002-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2007,3,2007-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2012,1,2012-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2017,1,2017-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2019,2,2019-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2020,5,2020-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2021,7,2021-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2022,5,2022-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2023,7,2023-01-01
HKG,Hong Kong,WCR,IMD World Competitiveness Ranking,2024,5,2024-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,1997,19,1997-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2002,12,2002-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2007,9,2007-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2012,5,2012-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2017,9,2017-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2019,9,2019-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2020,6,2020-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2021,2,2021-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2022,4,2022-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2023,8,2023-01-01
SWE,Sweden,WCR,IMD World Competitiveness Ranking,2024,6,2024-01-01
ARE,United Arab Emirates,WCR,IMD World Competitiveness Ranking,2012,16,2012-01-01
ARE,United Arab Emirates,WCR,IMD World Competitiveness Ranking,2017,10,2017-01-01
ARE,United Arab Emirates,WCR,IMD World Competitiveness Ranking,2019,5,2019-01-01
ARE,United Arab Emirates,WCR,IMD World Competitiveness Ranking,2020,9,2020-01-01
ARE,United Arab Emirates,WCR,IMD World Competitiveness Ranking,2021,9,2021-01-01
ARE,United Arab Emirates,WCR,IMD World Competitiveness Ranking,2022,12,2022-01-01
ARE,United Arab Emirates,WCR,IMD World Competitiveness Ranking,2023,10,2023-01-01
ARE,United Arab Emirates,WCR,IMD World Competitiveness Ranking,2024,7,2024-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,1997,18,1997-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,2002,20,2002-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,2007,18,2007-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,2012,7,2012-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,2017,14,2017-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,2019,16,2019-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,2020,11,2020-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,2021,8,2021-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,2022,7,2022-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,2023,6,2023-01-01
TWN,Taiwan,WCR,IMD World Competitiveness Ranking,2024,8,2024-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,1997,4,1997-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2002,4,2002-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2007,8,2007-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2012,11,2012-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2017,5,2017-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2019,6,2019-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2020,4,2020-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2021,4,2021-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2022,6,2022-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2023,5,2023-01-01
NLD,Netherlands,WCR,IMD World Competitiveness Ranking,2024,9,2024-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,1997,5,1997-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,2002,14,2002-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,2007,13,2007-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,2012,8,2012-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,2017,11,2017-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,2019,11,2019-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,2020,7,2020-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,2021,6,2021-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,2022,9,2022-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,2023,14,2023-01-01
NOR,Norway,WCR,IMD World Competitiveness Ranking,2024,10,2024-01-01
QAT,Qatar,WCR,IMD World Competitiveness Ranking,2012,10,2012-01-01
QAT,Qatar,WCR,IMD World Competitiveness Ranking,2017,17,2017-01-01
QAT,Qatar,WCR,IMD World Competitiveness Ranking,2019,10,2019-01-01
QAT,Qatar,WCR,IMD World Competitiveness Ranking,2020,14,2020-01-01
QAT,Qatar,WCR,IMD World Competitiveness Ranking,2021,17,2021-01-01
QAT,Qatar,WCR,IMD World Competitiveness Ranking,2022,18,2022-01-01
QAT,Qatar,WCR,IMD World Competitiveness Ranking,2023,12,2023-01-01
QAT,Qatar,WCR,IMD World Competitiveness Ranking,2024,11,2024-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,1997,1,1997-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,2002,1,2002-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,2007,1,2007-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,2012,2,2012-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,2017,4,2017-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,2019,3,2019-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,2020,10,2020-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,2021,10,2021-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,2022,10,2022-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,2023,9,2023-01-01
NA,United States,WCR,IMD World Competitiveness Ranking,2024,12,2024-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,1997,15,1997-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,2002,10,2002-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,2007,12,2007-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,2012,15,2012-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,2017,21,2017-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,2019,18,2019-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,2020,18,2020-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,2021,22,2021-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,2022,19,2022-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,2023,19,2023-01-01
AUS,Australia,WCR,IMD World Competitiveness Ranking,2024,13,2024-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,1997,27,1997-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,2002,28,2002-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,2007,15,2007-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,2012,23,2012-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,2017,18,2017-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,2019,14,2019-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,2020,20,2020-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,2021,16,2021-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,2022,17,2022-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,2023,21,2023-01-01
CHN,China,WCR,IMD World Competitiveness Ranking,2024,14,2024-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,1997,7,1997-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,2002,3,2002-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,2007,17,2007-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,2012,17,2012-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,2017,15,2017-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,2019,15,2019-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,2020,13,2020-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,2021,11,2021-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,2022,8,2022-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,2023,11,2023-01-01
FIN,Finland,WCR,IMD World Competitiveness Ranking,2024,15,2024-01-01
SAU,Saudi Arabia,WCR,IMD World Competitiveness Ranking,2017,36,2017-01-01
SAU,Saudi Arabia,WCR,IMD World Competitiveness Ranking,2019,26,2019-01-01
SAU,Saudi Arabia,WCR,IMD World Competitiveness Ranking,2020,24,2020-01-01
SAU,Saudi Arabia,WCR,IMD World Competitiveness Ranking,2021,32,2021-01-01
SAU,Saudi Arabia,WCR,IMD World Competitiveness Ranking,2022,24,2022-01-01
SAU,Saudi Arabia,WCR,IMD World Competitiveness Ranking,2023,17,2023-01-01
SAU,Saudi Arabia,WCR,IMD World Competitiveness Ranking,2024,16,2024-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,1997,21,1997-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2002,11,2002-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2007,7,2007-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2012,26,2012-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2017,20,2017-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2019,20,2019-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2020,21,2020-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2021,21,2021-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2022,16,2022-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2023,16,2023-01-01
ISL,Iceland,WCR,IMD World Competitiveness Ranking,2024,17,2024-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,1997,23,1997-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2002,19,2002-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2007,25,2007-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2012,25,2012-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2017,23,2017-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2019,27,2019-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2020,25,2020-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2021,24,2021-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2022,21,2022-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2023,13,2023-01-01
BEL,Belgium,WCR,IMD World Competitiveness Ranking,2024,18,2024-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,1997,6,1997-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,2002,7,2002-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,2007,10,2007-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,2012,6,2012-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,2017,12,2017-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,2019,13,2019-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,2020,8,2020-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,2021,14,2021-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,2022,14,2022-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,2023,15,2023-01-01
CAN,Canada,WCR,IMD World Competitiveness Ranking,2024,19,2024-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,1997,30,1997-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,2002,29,2002-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,2007,29,2007-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,2012,22,2012-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,2017,29,2017-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,2019,28,2019-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,2020,23,2020-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,2021,23,2021-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,2022,27,2022-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,2023,28,2023-01-01
NA,South Korea,WCR,IMD World Competitiveness Ranking,2024,20,2024-01-01
BHR,Bahrain,WCR,IMD World Competitiveness Ranking,2022,30,2022-01-01
BHR,Bahrain,WCR,IMD World Competitiveness Ranking,2023,25,2023-01-01
BHR,Bahrain,WCR,IMD World Competitiveness Ranking,2024,21,2024-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,1997,25,1997-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,2002,26,2002-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,2007,21,2007-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,2012,19,2012-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,2017,22,2017-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,2019,24,2019-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,2020,26,2020-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,2021,27,2021-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,2022,25,2022-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,2023,23,2023-01-01
ISR,Israel,WCR,IMD World Competitiveness Ranking,2024,22,2024-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,1997,8,1997-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2002,2,2002-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2007,4,2007-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2012,12,2012-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2017,8,2017-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2019,12,2019-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2020,15,2020-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2021,12,2021-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2022,13,2022-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2023,20,2023-01-01
LUX,Luxembourg,WCR,IMD World Competitiveness Ranking,2024,23,2024-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,1997,16,1997-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,2002,17,2002-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,2007,16,2007-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,2012,9,2012-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,2017,13,2017-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,2019,17,2019-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,2020,17,2020-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,2021,15,2021-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,2022,15,2022-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,2023,22,2023-01-01
DEU,Germany,WCR,IMD World Competitiveness Ranking,2024,24,2024-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,1997,31,1997-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,2002,31,2002-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,2007,33,2007-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,2012,30,2012-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,2017,27,2017-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,2019,25,2019-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,2020,29,2020-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,2021,28,2021-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,2022,33,2022-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,2023,30,2023-01-01
THA,Thailand,WCR,IMD World Competitiveness Ranking,2024,25,2024-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,1997,20,1997-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,2002,15,2002-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,2007,11,2007-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,2012,21,2012-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,2017,25,2017-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,2019,19,2019-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,2020,16,2020-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,2021,19,2021-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,2022,20,2022-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,2023,24,2023-01-01
AUT,Austria,WCR,IMD World Competitiveness Ranking,2024,26,2024-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,1997,38,1997-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2002,47,2002-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2007,54,2007-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2012,42,2012-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2017,42,2017-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2019,32,2019-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2020,40,2020-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2021,37,2021-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2022,44,2022-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2023,34,2023-01-01
IDN,Indonesia,WCR,IMD World Competitiveness Ranking,2024,27,2024-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,1997,9,1997-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2002,16,2002-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2007,20,2007-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2012,18,2012-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2017,19,2017-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2019,23,2019-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2020,19,2020-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2021,18,2021-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2022,23,2022-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2023,29,2023-01-01
GBR,United Kingdom,WCR,IMD World Competitiveness Ranking,2024,28,2024-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,1997,33,1997-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,2002,32,2002-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,2007,32,2007-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,2012,33,2012-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,2017,28,2017-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,2019,33,2019-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,2020,33,2020-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,2021,34,2021-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,2022,26,2022-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,2023,18,2023-01-01
CZE,Czech Republic,WCR,IMD World Competitiveness Ranking,2024,29,2024-01-01
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2007,31,2007-01-01
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2012,36,2012-01-01
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2017,33,2017-01-01
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2019,29,2019-01-01
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2020,31,2020-01-01
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2021,30,2021-01-01
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2022,29,2022-01-01
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2023,32,2023-01-01
LTU,Lithuania,WCR,IMD World Competitiveness Ranking,2024,30,2024-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,1997,22,1997-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,2002,25,2002-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,2007,28,2007-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,2012,29,2012-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,2017,31,2017-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,2019,31,2019-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,2020,32,2020-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,2021,29,2021-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,2022,28,2022-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,2023,33,2023-01-01
FRA,France,WCR,IMD World Competitiveness Ranking,2024,31,2024-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,1997,11,1997-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2002,18,2002-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2007,19,2007-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2012,24,2012-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2017,16,2017-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2019,21,2019-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2020,22,2020-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2021,20,2021-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2022,31,2022-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2023,31,2023-01-01
NZL,New Zealand,WCR,IMD World Competitiveness Ranking,2024,32,2024-01-01
EST,Estonia,WCR,IMD World Competitiveness Ranking,2002,21,2002-01-01
EST,Estonia,WCR,IMD World Competitiveness Ranking,2007,22,2007-01-01
EST,Estonia,WCR,IMD World Competitiveness Ranking,2012,31,2012-01-01
EST,Estonia,WCR,IMD World Competitiveness Ranking,2017,30,2017-01-01
EST,Estonia,WCR,IMD World Competitiveness Ranking,2019,35,2019-01-01
EST,Estonia,WCR,IMD World Competitiveness Ranking,2020,28,2020-01-01
EST,Estonia,WCR,IMD World Competitiveness Ranking,2021,26,2021-01-01
EST,Estonia,WCR,IMD World Competitiveness Ranking,2022,22,2022-01-01
EST,Estonia,WCR,IMD World Competitiveness Ranking,2023,26,2023-01-01
EST,Estonia,WCR,IMD World Competitiveness Ranking,2024,33,2024-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,1997,14,1997-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2002,24,2002-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2007,23,2007-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2012,14,2012-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2017,24,2017-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2019,22,2019-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2020,27,2020-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2021,25,2021-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2022,32,2022-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2023,27,2023-01-01
MYS,Malaysia,WCR,IMD World Competitiveness Ranking,2024,34,2024-01-01
KAZ,Kazakhstan,WCR,IMD World Competitiveness Ranking,2012,32,2012-01-01
KAZ,Kazakhstan,WCR,IMD World Competitiveness Ranking,2017,32,2017-01-01
KAZ,Kazakhstan,WCR,IMD World Competitiveness Ranking,2019,34,2019-01-01
KAZ,Kazakhstan,WCR,IMD World Competitiveness Ranking,2020,42,2020-01-01
KAZ,Kazakhstan,WCR,IMD World Competitiveness Ranking,2021,35,2021-01-01
KAZ,Kazakhstan,WCR,IMD World Competitiveness Ranking,2022,43,2022-01-01
KAZ,Kazakhstan,WCR,IMD World Competitiveness Ranking,2023,37,2023-01-01
KAZ,Kazakhstan,WCR,IMD World Competitiveness Ranking,2024,35,2024-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,1997,32,1997-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2002,33,2002-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2007,39,2007-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2012,41,2012-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2017,39,2017-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2019,39,2019-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2020,37,2020-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2021,36,2021-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2022,42,2022-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2023,39,2023-01-01
PRT,Portugal,WCR,IMD World Competitiveness Ranking,2024,36,2024-01-01
KWT,Kuwait,WCR,IMD World Competitiveness Ranking,2023,38,2023-01-01
KWT,Kuwait,WCR,IMD World Competitiveness Ranking,2024,37,2024-01-01
JPN,Japan,WCR,IMD World Competitiveness Ranking,1997,17,1997-01-01
JPN,Japan,WCR,IMD World Competitiveness Ranking,2002,27,2002-01-01
JPN,Japan,WCR,IMD World Competitiveness Ranking,2007,24,2007-01-01
JPN,Japan,WCR,IMD World Competitiveness Ranking,2012,27,2012-01-01
