iso3,country,measure,measure_name,unit,unit_name,year,obs_value,year_date
CYM,Cayman Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,28.94,2023-01-01
CAF,Central African Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.3,2023-01-01
TCD,Chad,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.18,2023-01-01
CHN,China,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.96,2023-01-01
COM,Comoros,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.11,2023-01-01
COG,Congo,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.46,2023-01-01
CIV,Côte d’Ivoire,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.3,2023-01-01
COD,Democratic Republic of the Congo,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.37,2023-01-01
DJI,Djibouti,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.9,2023-01-01
DMA,Dominica,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,6.8,2023-01-01
DOM,Dominican Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,2.88,2023-01-01
ECU,Ecuador,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.76,2023-01-01
EGY,Egypt,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.86,2023-01-01
SLV,El Salvador,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.96,2023-01-01
GNQ,Equatorial Guinea,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,11.02,2023-01-01
SWZ,Eswatini,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.83,2023-01-01
ETH,Ethiopia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.67,2023-01-01
FRO,Faroe Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,25.03,2023-01-01
GAB,Gabon,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,2.05,2023-01-01
GMB,Gambia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.2,2023-01-01
GEO,Georgia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,2.4,2023-01-01
GHA,Ghana,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.72,2023-01-01
GRD,Grenada,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,4.34,2023-01-01
GTM,Guatemala,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.54,2023-01-01
GIN,Guinea,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.23,2023-01-01
GNB,Guinea-Bissau,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.89,2023-01-01
GUY,Guyana,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.73,2023-01-01
HTI,Haiti,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.62,2023-01-01
HND,Honduras,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.22,2023-01-01
HKG,Hong Kong (China),DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,4.94,2023-01-01
IND,India,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.6,2023-01-01
IDN,Indonesia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.92,2023-01-01
IRN,Iran,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.95,2023-01-01
IRQ,Iraq,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,3.42,2023-01-01
JAM,Jamaica,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.46,2023-01-01
JOR,Jordan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.73,2023-01-01
KAZ,Kazakhstan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.5,2023-01-01
KEN,Kenya,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.43,2023-01-01
KIR,Kiribati,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.6,2023-01-01
KWT,Kuwait,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,2.18,2023-01-01
KGZ,Kyrgyzstan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.95,2023-01-01
LAO,Lao People’s Democratic Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.65,2023-01-01
LBN,Lebanon,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.47,2023-01-01
LSO,Lesotho,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.19,2023-01-01
LBR,Liberia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.45,2023-01-01
LBY,Libya,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.5,2023-01-01
MAC,Macau (China),DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,24.32,2023-01-01
MDG,Madagascar,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.64,2023-01-01
MWI,Malawi,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.39,2023-01-01
MYS,Malaysia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.68,2023-01-01
MDV,Maldives,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.5,2023-01-01
MLI,Mali,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.37,2023-01-01
MHL,Marshall Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,2.13,2023-01-01
MRT,Mauritania,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.69,2023-01-01
MUS,Mauritius,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,3.09,2023-01-01
FSM,Micronesia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.81,2023-01-01
MDA,Moldova,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.25,2023-01-01
MNG,Mongolia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.35,2023-01-01
MAR,Morocco,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.26,2023-01-01
MOZ,Mozambique,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.72,2023-01-01
MMR,Myanmar,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.69,2023-01-01
NAM,Namibia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.64,2023-01-01
NPL,Nepal,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.69,2023-01-01
NIC,Nicaragua,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.67,2023-01-01
NER,Niger,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.41,2023-01-01
NGA,Nigeria,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.67,2023-01-01
OMN,Oman,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.66,2023-01-01
PAK,Pakistan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.49,2023-01-01
PLW,Palau,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,4.17,2023-01-01
PAN,Panama,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.81,2023-01-01
PNG,Papua New Guinea,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.61,2023-01-01
PRY,Paraguay,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.69,2023-01-01
PER,Peru,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.79,2023-01-01
PHL,Philippines,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.25,2023-01-01
PRI,Puerto Rico,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,19.13,2023-01-01
QAT,Qatar,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,4.47,2023-01-01
RUS,Russia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.93,2023-01-01
RWA,Rwanda,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.14,2023-01-01
KNA,Saint Kitts and Nevis,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,5.46,2023-01-01
LCA,Saint Lucia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,3.33,2023-01-01
WSM,Samoa,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.27,2023-01-01
STP,Sao Tome and Principe,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,2.39,2023-01-01
SAU,Saudi Arabia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,2.5,2023-01-01
SEN,Senegal,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.75,2023-01-01
SYC,Seychelles,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,3.92,2023-01-01
SLE,Sierra Leone,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.86,2023-01-01
SGP,Singapore,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,8.87,2023-01-01
SLB,Solomon Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.48,2023-01-01
SOM,Somalia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.5,2023-01-01
ZAF,South Africa,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.7,2023-01-01
LKA,Sri Lanka,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,3.86,2023-01-01
SDN,Sudan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.54,2023-01-01
SUR,Suriname,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.55,2023-01-01
SYR,Syrian Arab Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.47,2023-01-01
TWN,Chinese Taipei,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,9.68,2023-01-01
TJK,Tajikistan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.09,2023-01-01
TZA,Tanzania,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.93,2023-01-01
THA,Thailand,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,2.06,2023-01-01
TLS,Timor-Leste,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.02,2023-01-01
TGO,Togo,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.08,2023-01-01
TTO,Trinidad and Tobago,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,15.16,2023-01-01
TUN,Tunisia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.71,2023-01-01
TKM,Turkmenistan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,3.06,2023-01-01
TCA,Turks and Caicos Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,15.4,2023-01-01
TUV,Tuvalu,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,4.3,2023-01-01
UGA,Uganda,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.87,2023-01-01
UKR,Ukraine,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.09,2023-01-01
ARE,United Arab Emirates,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,5.01,2023-01-01
URY,Uruguay,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.43,2023-01-01
UZB,Uzbekistan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.27,2023-01-01
VUT,Vanuatu,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.51,2023-01-01
VNM,Viet Nam,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.06,2023-01-01
ZMB,Zambia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.3,2023-01-01
ZWE,Zimbabwe,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,0.81,2023-01-01
OECD_KEY_PART,OECD Key Partners,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2023,1.09,2023-01-01
AUS,Australia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.48,2022-01-01
AUT,Austria,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,4.34,2022-01-01
BEL,Belgium,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,5.78,2022-01-01
CAN,Canada,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.92,2022-01-01
CHL,Chile,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.56,2022-01-01
COL,Colombia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.57,2022-01-01
CRI,Costa Rica,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.68,2022-01-01
CZE,Czechia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,4.55,2022-01-01
DNK,Denmark,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3.2,2022-01-01
EST,Estonia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.23,2022-01-01
FIN,Finland,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.27,2022-01-01
FRA,France,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,5.85,2022-01-01
DEU,Germany,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,6.34,2022-01-01
GRC,Greece,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,4.48,2022-01-01
HUN,Hungary,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3.42,2022-01-01
ISL,Iceland,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,4.33,2022-01-01
IRL,Ireland,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,5.84,2022-01-01
ISR,Israel,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.46,2022-01-01
ITA,Italy,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,7.83,2022-01-01
JPN,Japan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,5.7,2022-01-01
KOR,South Korea,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3.85,2022-01-01
LVA,Latvia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.35,2022-01-01
LTU,Lithuania,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.41,2022-01-01
LUX,Luxembourg,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,7.02,2022-01-01
MEX,Mexico,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.95,2022-01-01
NLD,Netherlands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,12.05,2022-01-01
NZL,New Zealand,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.88,2022-01-01
NOR,Norway,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,4.53,2022-01-01
POL,Poland,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3,2022-01-01
PRT,Portugal,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.86,2022-01-01
SVK,Slovak Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,4.13,2022-01-01
SVN,Slovenia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3.89,2022-01-01
ESP,Spain,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,6.17,2022-01-01
SWE,Sweden,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.73,2022-01-01
TUR,Türkiye,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3.5,2022-01-01
GBR,United Kingdom,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,6.14,2022-01-01
USA,United States,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3.93,2022-01-01
EU27_2020,European Union (27 countries from 01/02/2020),DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,4.61,2022-01-01
OECD,OECD,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3.73,2022-01-01
OECDSO,OECD Asia Oceania,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3.45,2022-01-01
OECDE,OECD Europe,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,5.01,2022-01-01
AFG,Afghanistan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.62,2022-01-01
DZA,Algeria,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.82,2022-01-01
AGO,Angola,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.59,2022-01-01
AND,Andorra,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.67,2022-01-01
ATG,Antigua and Barbuda,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,4.43,2022-01-01
ARG,Argentina,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.46,2022-01-01
ARM,Armenia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.89,2022-01-01
ABW,Aruba,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,6.03,2022-01-01
AZE,Azerbaijan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.54,2022-01-01
BHS,Bahamas,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,4.27,2022-01-01
BHR,Bahrain,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,5.19,2022-01-01
BGD,Bangladesh,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.2,2022-01-01
BRB,Barbados,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3.48,2022-01-01
BLR,Belarus,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.85,2022-01-01
BLZ,Belize,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.82,2022-01-01
BEN,Benin,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.89,2022-01-01
BMU,Bermuda,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,24.23,2022-01-01
BTN,Bhutan,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.52,2022-01-01
BOL,Bolivia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.68,2022-01-01
BIH,Bosnia and Herzegovina,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.55,2022-01-01
BWA,Botswana,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.33,2022-01-01
BRA,Brazil,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.78,2022-01-01
BRN,Brunei Darussalam,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,13.96,2022-01-01
BGR,Bulgaria,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.67,2022-01-01
BFA,Burkina Faso,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.53,2022-01-01
BDI,Burundi,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.47,2022-01-01
CPV,Cabo Verde,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.51,2022-01-01
KHM,Cambodia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.89,2022-01-01
CMR,Cameroon,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.02,2022-01-01
CYM,Cayman Islands,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,28.66,2022-01-01
CAF,Central African Republic,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.29,2022-01-01
TCD,Chad,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.17,2022-01-01
CHN,China,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.94,2022-01-01
COM,Comoros,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.07,2022-01-01
COG,Congo,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.44,2022-01-01
CIV,Côte d’Ivoire,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,1.23,2022-01-01
HRV,Croatia,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,3.82,2022-01-01
CYP,Cyprus,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,2.84,2022-01-01
COD,Democratic Republic of the Congo,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.34,2022-01-01
DJI,Djibouti,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,2022,0.84,2022-01-01
