iso3,country,measure,measure_name,year,year_date,obs_value
MDG,Madagascar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,1.1
MDG,Madagascar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,1
MDG,Madagascar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,1
MDG,Madagascar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,1
MDG,Madagascar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,1
MDV,Maldives,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,2.6
MDV,Maldives,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,2.6
MDV,Maldives,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,2.6
MDV,Maldives,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,2.6
MDV,Maldives,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,2.6
MDV,Maldives,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,2.6
MDV,Maldives,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,2.6
MEX,Mexico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,46
MEX,Mexico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,46.8
MEX,Mexico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,47.4
MEX,Mexico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,44.1
MEX,Mexico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,43.9
MEX,Mexico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,43.9
MEX,Mexico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,43.9
MKD,North Macedonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,32.4
MKD,North Macedonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,31.7
MKD,North Macedonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,31.3
MKD,North Macedonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,32
MKD,North Macedonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,32
MKD,North Macedonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,32
MKD,North Macedonia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,32
MLI,Mali,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,5.9
MLI,Mali,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,6.2
MLI,Mali,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,6.2
MLI,Mali,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,6.2
MLI,Mali,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,6.2
MLI,Mali,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,6.2
MLI,Mali,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,6.2
MLT,Malta,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,19.2
MLT,Malta,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,14
MLT,Malta,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,26.3
MLT,Malta,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,35.1
MLT,Malta,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,32.8
MLT,Malta,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,32.8
MLT,Malta,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,32.8
MMR,Myanmar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,46.7
MMR,Myanmar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,36.4
MMR,Myanmar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,37.8
MMR,Myanmar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,39.3
MMR,Myanmar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,40.7
MMR,Myanmar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,40.7
MMR,Myanmar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,40.7
MNE,Montenegro,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,10
MNE,Montenegro,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,10
MNE,Montenegro,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,10
MNE,Montenegro,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,10
MNE,Montenegro,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,10
MNE,Montenegro,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,10
MNE,Montenegro,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,10
MNG,Mongolia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,3.6
MNG,Mongolia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,3.1
MNG,Mongolia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,3.3
MNG,Mongolia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,4.2
MNG,Mongolia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,3.8
MNG,Mongolia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,3.8
MNG,Mongolia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,3.8
MUS,Mauritius,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,4.4
MUS,Mauritius,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,4.6
MUS,Mauritius,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,4
MUS,Mauritius,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,5.2
MUS,Mauritius,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,4.8
MUS,Mauritius,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,4.8
MUS,Mauritius,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,4.8
MWI,Malawi,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,2.9
MWI,Malawi,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,3.6
MWI,Malawi,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,3.6
MWI,Malawi,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,3.6
MWI,Malawi,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,3.6
MWI,Malawi,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,3.6
MWI,Malawi,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,3.6
MYS,Malaysia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,40.8
MYS,Malaysia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,40.5
MYS,Malaysia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,42.2
MYS,Malaysia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,42.2
MYS,Malaysia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,42.2
MYS,Malaysia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,42.2
MYS,Malaysia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,42.2
NAM,Namibia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,4.5
NAM,Namibia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,4.6
NAM,Namibia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,5.6
NAM,Namibia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,5.2
NAM,Namibia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,5.1
NAM,Namibia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,5.1
NAM,Namibia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,5.1
NIC,Nicaragua,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,13.2
NIC,Nicaragua,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,15.9
NIC,Nicaragua,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,12.4
NIC,Nicaragua,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,14
NIC,Nicaragua,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,14
NIC,Nicaragua,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,14
NIC,Nicaragua,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,14
NLD,Netherlands,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,46.7
NLD,Netherlands,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,46.5
NLD,Netherlands,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,47.8
NLD,Netherlands,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,49.6
NLD,Netherlands,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,47.5
NLD,Netherlands,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,47.5
NLD,Netherlands,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,47.5
NOR,Norway,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,24.8
NOR,Norway,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,26.2
NOR,Norway,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,26.5
NOR,Norway,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,21.6
NOR,Norway,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,28
NOR,Norway,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,28
NOR,Norway,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,28
NPL,Nepal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,9.9
NPL,Nepal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,10.1
NPL,Nepal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,10.3
NPL,Nepal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,10.3
NPL,Nepal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,10.3
NPL,Nepal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,10.3
NPL,Nepal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,10.3
NZL,New Zealand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,21.4
NZL,New Zealand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,21.6
NZL,New Zealand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,22.1
NZL,New Zealand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,23.8
NZL,New Zealand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,24.2
NZL,New Zealand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,24.2
NZL,New Zealand,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,24.2
OMN,Oman,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,45
OMN,Oman,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,27.4
OMN,Oman,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,32
OMN,Oman,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,33.6
OMN,Oman,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,46.5
OMN,Oman,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,46.5
OMN,Oman,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,46.5
PAK,Pakistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,23.4
PAK,Pakistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,23.4
PAK,Pakistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,23.4
PAK,Pakistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,23.4
PAK,Pakistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,23.4
PAK,Pakistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,23.4
PAK,Pakistan,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,23.4
PAN,Panama,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,7.5
PAN,Panama,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,8.1
PAN,Panama,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,8.1
PAN,Panama,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,7.2
PAN,Panama,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,6.8
PAN,Panama,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,6.8
PAN,Panama,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,6.8
PER,Peru,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,14.3
PER,Peru,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,14.1
PER,Peru,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,13.4
PER,Peru,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,12.9
PER,Peru,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,12
PER,Peru,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,12
PER,Peru,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,12
PNG,Papua New Guinea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,12.6
PNG,Papua New Guinea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,12.6
PNG,Papua New Guinea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,12.6
PNG,Papua New Guinea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,12.6
PNG,Papua New Guinea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,12.6
PNG,Papua New Guinea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,12.6
PNG,Papua New Guinea,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,12.6
POL,Poland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,30.1
POL,Poland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,25.5
POL,Poland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,25.2
POL,Poland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,30
POL,Poland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,30.6
POL,Poland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,30.6
POL,Poland,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,30.6
PRI,Puerto Rico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,38.5
PRI,Puerto Rico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,38.2
PRI,Puerto Rico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,37.8
PRI,Puerto Rico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,29.1
PRI,Puerto Rico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,31
PRI,Puerto Rico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,31
PRI,Puerto Rico,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,31
PRT,Portugal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,22.7
PRT,Portugal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,24
PRT,Portugal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,24.4
PRT,Portugal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,23.5
PRT,Portugal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,22.4
PRT,Portugal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,22.4
PRT,Portugal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,22.4
PRY,Paraguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,1.7
PRY,Paraguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,1.6
PRY,Paraguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,1.6
PRY,Paraguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,1.5
PRY,Paraguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,1.5
PRY,Paraguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,1.5
PRY,Paraguay,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,1.5
QAT,Qatar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,62.9
QAT,Qatar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,61.5
QAT,Qatar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,47.8
QAT,Qatar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,60.2
QAT,Qatar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,58.2
QAT,Qatar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,58.2
QAT,Qatar,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,58.2
ROU,Romania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,42
ROU,Romania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,40
ROU,Romania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,38.1
ROU,Romania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,34.5
ROU,Romania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,30.5
ROU,Romania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,30.5
ROU,Romania,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,30.5
RWA,Rwanda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,6
RWA,Rwanda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,7.1
RWA,Rwanda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,8
RWA,Rwanda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,8.4
RWA,Rwanda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,8.7
RWA,Rwanda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,8.7
RWA,Rwanda,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,8.7
SAU,Saudi Arabia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,35.2
SAU,Saudi Arabia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,32
SAU,Saudi Arabia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,32.1
SAU,Saudi Arabia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,27.9
SAU,Saudi Arabia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,26
SAU,Saudi Arabia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,26
SAU,Saudi Arabia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,26
SEN,Senegal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,26.8
SEN,Senegal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,26.8
SEN,Senegal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,26.8
SEN,Senegal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,26.8
SEN,Senegal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,26.8
SEN,Senegal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,26.8
SEN,Senegal,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,26.8
SGP,Singapore,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,87.4
SGP,Singapore,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,86.4
SGP,Singapore,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,86.5
SGP,Singapore,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,85.5
SGP,Singapore,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,85.5
SGP,Singapore,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,85.5
SGP,Singapore,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,85.5
SRB,Serbia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,22.5
SRB,Serbia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,22.5
SRB,Serbia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,22.8
SRB,Serbia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,23.6
SRB,Serbia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,22.6
SRB,Serbia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,22.6
SRB,Serbia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,22.6
SUR,Suriname,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,11.5
SUR,Suriname,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,11.5
SUR,Suriname,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,11.5
SUR,Suriname,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,11.5
SUR,Suriname,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,11.5
SUR,Suriname,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,11.5
SUR,Suriname,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2024,2024-01-01,11.5
SVN,Slovenia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2018,2018-01-01,33.2
SVN,Slovenia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2019,2019-01-01,33.2
SVN,Slovenia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2020,2020-01-01,33.9
SVN,Slovenia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2021,2021-01-01,30.8
SVN,Slovenia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2022,2022-01-01,28.9
SVN,Slovenia,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),2023,2023-01-01,28.9
